Gene,pearson
PTGDS,-0.03485
CCDC36,-0.03484
IL1RAP,-0.03483
COL15A1,-0.03482
MBD6,-0.03482
CDK14,-0.03479
GPRC6A,-0.03475
PVRL4,-0.03473
EMC6,-0.03473
AIMP2,-0.03472
HS3ST3A1,-0.03472
TCF19,-0.03472
ADAMTSL3,-0.03469
ING3,-0.03465
PLIN4,-0.03464
ABCD4,-0.03464
SNCB,-0.03462
LRIF1,-0.03462
FAM150A,-0.03461
DPF2,-0.0346
MUCL1,-0.0346
MESP2,-0.03459
LYN,-0.03457
WDTC1,-0.03456
ANKFY1,-0.03456
PSME2,-0.03455
KIAA2018,-0.03455
RASSF3,-0.03454
RBX1,-0.03454
ELAVL1,-0.03452
PSORS1C1,-0.03452
LRRN2,-0.03451
AIPL1,-0.03451
DERL3,-0.03451
LMAN1,-0.0345
CEACAM5,-0.0345
MLLT1,-0.03449
PTPLB,-0.03448
ENTHD1,-0.03448
SLC45A2,-0.03446
RAP2B,-0.03446
GSTM3,-0.03442
PLCXD3,-0.03442
UBE2L3,-0.03439
FKRP,-0.03438
BUD13,-0.03436
KANK4,-0.03436
EBF4,-0.03434
IDUA,-0.03433
ZCCHC3,-0.03433
CERCAM,-0.03433
TMEM37,-0.03432
HMHB1,-0.03432
HSPH1,-0.03432
DDX19B,-0.03431
TBCK,-0.03427
PAK1,-0.03424
GBE1,-0.03424
GSN,-0.03424
TRIM14,-0.03422
PFN3,-0.03422
DIO2,-0.03421
CLDN15,-0.03421
CMTM7,-0.03417
CHUK,-0.03417
ATP1A3,-0.03414
TEX36,-0.03414
FLVCR1,-0.03413
SUCLA2,-0.03412
FAM71E1,-0.03411
PPAPDC1B,-0.03409
OSCAR,-0.03409
ADORA3,-0.03409
EXOC7,-0.03408
CCDC112,-0.03407
FGF2,-0.03407
GCAT,-0.03406
APH1A,-0.03404
SIRT1,-0.03403
CLIP3,-0.03403
TGFBI,-0.03402
AOAH,-0.034
CCDC92,-0.03398
CX3CR1,-0.03398
VAV3,-0.03398
CDADC1,-0.03397
TEP1,-0.03397
MOG,-0.03396
BTNL3,-0.03396
C16orf95,-0.03394
FCRL4,-0.03393
EEF1E1,-0.03392
AGO2,-0.03392
CCDC121,-0.03391
DDX41,-0.03389
NRIP2,-0.03386
C19orf33,-0.03386
FAM132A,-0.03385
NUDT16,-0.03384
ARF3,-0.03382
GHITM,-0.0338
NOS2,-0.0338
SLC22A5,-0.03379
CYP2D6,-0.03376
HNRNPUL2,-0.03376
MUC4,-0.03375
GPR151,-0.03375
CCNG2,-0.03374
PTTG1IP,-0.03373
RAET1L,-0.03372
PFDN4,-0.03371
MRGBP,-0.03371
PKIB,-0.0337
STX16,-0.0337
POLR2G,-0.03368
FAM64A,-0.03367
ACSL1,-0.03367
SLCO5A1,-0.03366
TIPARP,-0.03364
HSDL2,-0.03363
HEMK1,-0.03363
C2orf43,-0.03362
HP,-0.03362
LRRC7,-0.0336
MAPK10,-0.0336
IDH1,-0.0336
FLII,-0.03359
NDUFA9,-0.03358
CDKL3,-0.03357
PGM2L1,-0.03356
PARPBP,-0.03354
ARHGAP10,-0.03354
CCDC152,-0.03353
GPR156,-0.03353
LXN,-0.03351
SOCS6,-0.03349
KCNH5,-0.03348
CHST14,-0.03345
BIN3,-0.03342
SUDS3,-0.03341
RAB39A,-0.0334
HNF1A,-0.03338
EEA1,-0.03336
CYP4B1,-0.03336
FLT3,-0.03335
TMEM2,-0.03335
CKAP4,-0.03335
BSX,-0.03334
HIST1H2AH,-0.03334
NUB1,-0.03333
CYP3A43,-0.03332
CMTM6,-0.03331
ENHO,-0.0333
C19orf83,-0.0333
CLEC14A,-0.03329
FAM149B1,-0.03328
DCAF4,-0.03327
LCN15,-0.03327
GRAMD1A,-0.03326
ZNF703,-0.03323
ABHD17A,-0.03323
BCL11B,-0.0332
FAM81A,-0.0332
ZER1,-0.0332
MYBL2,-0.03317
SCHIP1,-0.03313
ZNF276,-0.03311
TM9SF4,-0.03311
GPER1,-0.03311
CTDSPL2,-0.03311
REP15,-0.0331
BCAP29,-0.03309
PRKAR2B,-0.03308
C17orf89,-0.03307
TGDS,-0.03305
ZNF672,-0.03304
RPTN,-0.03304
AMDHD2,-0.03302
CPD,-0.03301
HMGCS1,-0.033
TMEM5,-0.033
GALNT13,-0.03299
REG4,-0.03299
GABPA,-0.03298
HS3ST5,-0.03298
GAL3ST2,-0.03296
EXOSC8,-0.03295
CCDC40,-0.03295
ME2,-0.03295
GRIA4,-0.03293
DSCC1,-0.03287
DRAP1,-0.03286
UBE2V2,-0.03283
IP6K2,-0.03282
SFRP2,-0.03282
ARHGAP1,-0.03278
CPNE5,-0.03278
KDM4C,-0.03278
FANCF,-0.03277
ZNF425,-0.03276
GYLTL1B,-0.03276
ZBED4,-0.03274
UBE3D,-0.03273
SLC11A2,-0.03273
C12orf76,-0.03273
SKOR1,-0.03272
IFNE,-0.03272
SLC39A9,-0.03271
KLF3,-0.03266
GPRC5D,-0.03265
FBXO48,-0.03265
ZFAND1,-0.03264
DBNDD2,-0.0326
PGBD2,-0.03258
MPP6,-0.03256
RNH1,-0.03254
KIAA1841,-0.03251
DNAH6,-0.03248
LY96,-0.03247
MGRN1,-0.03246
CROT,-0.03245
TAGLN2,-0.03244
RRP8,-0.03242
DAAM1,-0.03241
NHSL1,-0.0324
RER1,-0.03238
FGF8,-0.03237
CSTB,-0.03236
LARGE,-0.03234
TEKT1,-0.03234
MYBPC2,-0.03233
UBOX5,-0.03233
KIF17,-0.03232
ZFP64,-0.03231
EML2,-0.03229
RSAD2,-0.03229
SEC23IP,-0.03228
CSN1S1,-0.03227
IGFL3,-0.03227
CDKL4,-0.03226
MDM2,-0.03226
ZNF713,-0.03225
MAP3K5,-0.03222
SYCE3,-0.03222
NEUROD6,-0.03221
PTMS,-0.03221
QKI,-0.0322
HIST1H2AK,-0.03218
CABP7,-0.03217
DAAM2,-0.03216
KCNA4,-0.03211
VPS33A,-0.0321
MUS81,-0.0321
ARG2,-0.0321
CDK1,-0.03207
TERF2IP,-0.03204
THTPA,-0.03204
RABGGTA,-0.03203
ARMC5,-0.03203
SCAP,-0.03202
SLCO1C1,-0.03202
UBE2K,-0.03199
CHPT1,-0.03198
BMPER,-0.03197
SLC35C1,-0.03194
GABRA4,-0.03193
FAM83F,-0.03192
SPIC,-0.03191
VPS26B,-0.0319
ZNF571,-0.03189
RHBDL2,-0.03184
SLC7A8,-0.03183
SNTA1,-0.0318
VIPR1,-0.03179
FNDC8,-0.03179
ECI1,-0.03178
DUSP15,-0.03177
CSRP2BP,-0.03176
IDH3B,-0.03175
NSL1,-0.03175
ENC1,-0.03171
CNFN,-0.03171
CD68,-0.0317
ZNF500,-0.0317
CRHR2,-0.03169
PPIC,-0.03169
MOB1B,-0.03168
LCTL,-0.03168
KIAA0232,-0.03167
EDNRB,-0.03167
SLC3A2,-0.03167
CYBA,-0.03166
GAP43,-0.03165
GANC,-0.03165
ABHD12,-0.03163
FABP7,-0.03161
RGMB,-0.03161
CMC1,-0.03158
PRTFDC1,-0.03157
GPR84,-0.03156
SETD3,-0.03155
HOXB9,-0.03154
WSB1,-0.03154
BCL2L15,-0.03152
GPATCH8,-0.03151
ITPRIPL2,-0.0315
FTSJ2,-0.0315
PRMT8,-0.0315
CRBN,-0.03148
CRYZL1,-0.03147
ZSWIM6,-0.03147
MEGF6,-0.03147
CCR3,-0.03143
PCDHA8,-0.03143
ZNF607,-0.03141
TCF12,-0.0314
INPP5F,-0.03139
AMFR,-0.03138
BMP8B,-0.03136
COL6A3,-0.03136
CAB39L,-0.03136
GABRB3,-0.03135
COL4A2,-0.03134
NUDT9,-0.03133
FRMD4B,-0.0313
APOA2,-0.03129
DVL2,-0.03129
FAM65B,-0.03128
TMEM14B,-0.03126
KCNJ5,-0.03125
PRKG1,-0.03125
BCL2A1,-0.03124
KIAA2013,-0.03124
VMP1,-0.03123
SLC3A1,-0.03122
PCGF3,-0.03121
CNST,-0.03121
TPK1,-0.0312
SOX2,-0.03118
PTP4A1,-0.03114
PXK,-0.03113
ANKRD22,-0.03112
MEIOB,-0.03111
BAI1,-0.03111
GPR137C,-0.0311
MED13L,-0.0311
PXT1,-0.03109
PSMG2,-0.03107
ASNSD1,-0.03107
SMPD2,-0.03106
PLCG2,-0.03105
CCM2L,-0.03105
SPRYD7,-0.03103
TMEM42,-0.03102
TULP3,-0.03102
TAOK1,-0.03101
TINAGL1,-0.031
AFAP1,-0.031
NOXRED1,-0.03099
SLC25A18,-0.03099
SOX7,-0.03098
TRPA1,-0.03098
VIMP,-0.03097
CLEC1A,-0.03097
ACAN,-0.03096
GPR152,-0.03096
LRRTM4,-0.03096
MLC1,-0.03095
GPNMB,-0.03094
FCN3,-0.03093
SEC14L2,-0.03093
GNG2,-0.03092
C14orf177,-0.0309
NXPH1,-0.03089
ZNF202,-0.03089
PPIL6,-0.03089
TMEM200A,-0.03088
RGPD4,-0.03088
RAB11FIP2,-0.03086
VEGFB,-0.03085
TMEM203,-0.03083
REPS1,-0.03083
DPRX,-0.03083
ASUN,-0.03082
SYT17,-0.03081
EMC7,-0.03081
IFI30,-0.03079
SMARCD2,-0.03077
ZNF212,-0.03076
RGS5,-0.03073
MMP26,-0.03072
HHATL,-0.03072
GLDC,-0.03071
TAS2R20,-0.03068
C9orf43,-0.03067
B3GNTL1,-0.03067
MNT,-0.03066
ING2,-0.03063
RHEBL1,-0.03062
TARS,-0.0306
LYL1,-0.03059
FBXL20,-0.03059
MYCBPAP,-0.03056
POLI,-0.03055
IL4I1,-0.03055
AQP3,-0.03049
KCTD20,-0.03046
PRKAB1,-0.03043
OTUD7B,-0.03041
LY9,-0.0304
TMEM161A,-0.0304
IL10,-0.03039
F2R,-0.03038
SIGLEC7,-0.03034
SMIM17,-0.03032
RDH12,-0.03031
MAN1B1,-0.0303
ATP6V0C,-0.0303
HSPA9,-0.03028
DYRK3,-0.03028
TLR3,-0.03027
LRRN4,-0.03026
ZNF257,-0.03024
SPINK4,-0.03021
HAUS6,-0.03021
TMEM14E,-0.03021
C11orf74,-0.03021
TTC39C,-0.03018
C16orf71,-0.03013
LACC1,-0.03013
SLC10A5,-0.03012
LRRC16A,-0.03011
ARHGEF39,-0.03011
CPNE4,-0.03011
PIP4K2C,-0.0301
TP53TG5,-0.0301
DMGDH,-0.03009
ALDOC,-0.03004
CCSER1,-0.03002
MTCH1,-0.03001
PSIP1,-0.03001
DHRS7B,-0.03
MR1,-0.02998
ATXN1L,-0.02997
ILDR1,-0.02996
RBM15,-0.02995
PAXIP1,-0.02993
ZDHHC20,-0.02993
RPS6KA4,-0.02991
CPEB2,-0.0299
TASP1,-0.02988
FBXW2,-0.02987
ENSA,-0.02987
MBOAT4,-0.02986
DHX32,-0.02984
DEGS1,-0.02983
KAT2A,-0.02983
GCH1,-0.02981
PCDH7,-0.0298
INPP5B,-0.0298
NFKBIL1,-0.02979
SH2D5,-0.02979
POMGNT1,-0.02979
NDUFS1,-0.02979
PCDHGB2,-0.02978
ZNF594,-0.02977
RHBDL3,-0.02976
PTH2,-0.02976
SMURF1,-0.02975
CAPN2,-0.02973
EXOC8,-0.02972
PRM2,-0.02971
ADRB3,-0.02969
CCL8,-0.02967
PEX16,-0.02967
NUDT6,-0.02966
SYT16,-0.02965
MRFAP1,-0.02963
SNAPC2,-0.02962
PEX11G,-0.02962
MYEOV,-0.02961
MESDC1,-0.02961
MAP2,-0.02959
NYNRIN,-0.02959
FCGR2A,-0.02959
CBY1,-0.02959
PUSL1,-0.02958
TDRD7,-0.02955
TMEM71,-0.02954
TTC1,-0.02954
KIF2B,-0.02952
HUS1B,-0.0295
JADE2,-0.02949
HBG1,-0.02948
DDX23,-0.02947
DOCK8,-0.02946
ARMC8,-0.02946
CREB3,-0.02945
FICD,-0.02944
CCDC103,-0.02944
GPX1,-0.02943
MYL6B,-0.02943
STATH,-0.02938
BLNK,-0.02937
ASB13,-0.02937
PABPC1L,-0.02936
CASD1,-0.02935
EPHA4,-0.02935
COL22A1,-0.02934
PRKCSH,-0.02934
MYT1,-0.02932
PAM,-0.02932
ANKRD13B,-0.02932
LHFPL4,-0.02931
ZKSCAN2,-0.0293
SLC12A4,-0.02929
CSRNP3,-0.02929
TTLL6,-0.02929
TPD52,-0.02927
CD33,-0.02927
REEP6,-0.02927
S100PBP,-0.02926
ALYREF,-0.02924
RNF121,-0.02923
HNMT,-0.02921
SLC19A2,-0.0292
GPR21,-0.02919
COQ4,-0.02917
CAMK2D,-0.02915
ROS1,-0.02914
KIAA1549L,-0.02913
LHX4,-0.02912
SIX3,-0.02912
BRMS1L,-0.02911
KIAA1024L,-0.02911
LDLRAD1,-0.0291
APLF,-0.0291
NKX3-2,-0.02909
DCTN3,-0.02909
C18orf32,-0.02908
CAPNS1,-0.02908
TMBIM4,-0.02908
ZNF552,-0.02907
C5orf47,-0.02906
PPP2R3A,-0.02905
MANBAL,-0.02904
DNAJC16,-0.02903
ARFIP2,-0.029
FSCN1,-0.029
AQP6,-0.029
AMPD1,-0.02899
ZNF562,-0.02899
TMEM130,-0.02897
MLLT10,-0.02897
USP48,-0.02897
PLXNB2,-0.02897
LATS2,-0.02896
LAMA2,-0.02896
CRYBA4,-0.02895
NAA11,-0.02895
C12orf40,-0.02895
GSTT2,-0.02895
ENTPD4,-0.02895
SNRNP35,-0.02894
HTT,-0.02893
PKD2,-0.02892
VAPB,-0.02891
SYDE1,-0.02891
PDE1B,-0.02889
ZNF35,-0.02889
GARNL3,-0.02888
COMMD8,-0.02888
HAPLN3,-0.02888
PTCH2,-0.02888
HOXB6,-0.02887
RAB3C,-0.02887
TMEM245,-0.02886
IRX6,-0.02884
LAPTM5,-0.02884
TNPO3,-0.02884
LBH,-0.02883
EIF4E3,-0.02883
KLRF2,-0.02881
RIPK2,-0.02881
AGTR1,-0.02881
ATG2A,-0.02878
RPS9,-0.02877
YME1L1,-0.02873
DENND4C,-0.02868
CNDP2,-0.02868
IL18BP,-0.02868
MED31,-0.02868
FIG4,-0.02868
GBP2,-0.02868
REST,-0.02867
DEFB121,-0.02866
MAL,-0.02863
TUBB4B,-0.02863
SLC30A1,-0.02862
BRCA2,-0.02862
RP1,-0.0286
PLA1A,-0.02857
NOL3,-0.02856
NUMA1,-0.02856
FGF4,-0.02856
PTPLA,-0.02855
CILP,-0.02855
KRTAP4-8,-0.02854
ENTPD1,-0.02852
ZBTB18,-0.02851
CNOT10,-0.02851
ACADM,-0.02848
LRRC34,-0.02848
RNF167,-0.02847
FAM3B,-0.02846
SEPT1,-0.02841
GOT1L1,-0.02839
RASSF2,-0.02839
RNF149,-0.02837
BTRC,-0.02837
GAS6,-0.02837
C1orf168,-0.02835
BMP5,-0.02834
S100P,-0.02834
MYEF2,-0.02833
CDCA4,-0.02832
FBXL5,-0.02828
PAPOLA,-0.02828
KCNA6,-0.02826
SPRN,-0.02824
ZCCHC10,-0.02824
NOVA1,-0.02824
LCLAT1,-0.02824
RGS9,-0.02823
VKORC1,-0.02823
RPS6KC1,-0.02821
C11orf40,-0.02821
SAMD10,-0.0282
RIPPLY2,-0.02818
SCARB2,-0.02817
ARHGAP15,-0.02817
TMEM140,-0.02817
UTP3,-0.02817
CST11,-0.02816
ALDH1L1,-0.02816
LAPTM4B,-0.02814
NEUROG2,-0.02814
RAB37,-0.02813
BTBD11,-0.02813
FCGR3A,-0.02813
KIAA1328,-0.02813
KIF25,-0.02813
PSENEN,-0.02809
SPG7,-0.02804
SNX33,-0.02803
GBAS,-0.02799
SHOX2,-0.02798
NDC1,-0.02796
DNM1L,-0.02794
IRF9,-0.02793
LZIC,-0.02792
SUPV3L1,-0.02791
PLVAP,-0.02789
NPBWR2,-0.02789
RAB17,-0.02788
RNF13,-0.02787
SMC3,-0.02786
DBT,-0.02785
C2orf54,-0.02783
MED13,-0.02783
STMN3,-0.02782
ENTPD7,-0.02781
SEMA4D,-0.02781
GBP6,-0.0278
RERGL,-0.02777
PHLPP1,-0.02776
FLRT3,-0.02776
CDK13,-0.02773
CBR3,-0.02769
GLI2,-0.02766
PLXDC1,-0.02766
ARFIP1,-0.02765
MRO,-0.02765
NEIL1,-0.02763
HAS3,-0.02762
MIPOL1,-0.02758
PTOV1,-0.02758
SIX5,-0.02757
MFAP5,-0.02756
NIN,-0.02756
FAM166A,-0.02754
PREPL,-0.02754
WBP2,-0.02753
STK32C,-0.0275
VPS41,-0.0275
CADM3,-0.02749
TCP11L1,-0.02749
APOC2,-0.02748
RPL36AL,-0.02747
CHAC2,-0.02746
CDHR5,-0.02745
BTBD1,-0.02745
HMMR,-0.02745
MORN1,-0.02744
ZNF814,-0.02744
ITPR1,-0.02743
DHX37,-0.02742
MTDH,-0.02741
MUC7,-0.02741
METTL17,-0.02739
WDR66,-0.02739
YIPF1,-0.02738
RAB3A,-0.02737
FNDC3A,-0.02737
HOOK2,-0.02736
FAM171A2,-0.02735
B3GAT3,-0.02734
DDX18,-0.02731
TMCO3,-0.02728
CCDC173,-0.02727
NAGK,-0.02725
ADD1,-0.02724
THOC7,-0.02723
UGP2,-0.02722
ELMOD2,-0.0272
EHD4,-0.0272
CHD5,-0.0272
PTGES3,-0.02716
ZNF239,-0.02716
CHFR,-0.02714
TNNT1,-0.02714
ASTN2,-0.02713
NPC2,-0.02713
FAM111B,-0.02711
CEACAM3,-0.02707
IREB2,-0.02706
ZNF549,-0.02706
SPATA22,-0.02702
GBP7,-0.02702
ZNF610,-0.02701
KCNK13,-0.027
POU6F1,-0.02699
NNMT,-0.02699
STOML1,-0.02699
C1QTNF1,-0.02698
ERLIN1,-0.02695
TMEM33,-0.02694
ARID1B,-0.02693
PDE4B,-0.02693
MICAL3,-0.02692
OPRD1,-0.02692
TMEM261,-0.02691
C22orf31,-0.02689
ELMOD3,-0.02689
CABP5,-0.02688
DHFRL1,-0.02687
SMC6,-0.02684
AMPD2,-0.02683
P2RY12,-0.02681
GINS4,-0.02681
DYNLRB1,-0.0268
MRPL1,-0.02677
TTC29,-0.02676
MT1F,-0.02675
FERMT3,-0.02675
NRGN,-0.02674
SLC44A4,-0.02673
BTBD9,-0.02672
FANK1,-0.02672
CLEC4F,-0.02671
TRIM47,-0.0267
ZNF146,-0.02668
WLS,-0.02668
CDK17,-0.02667
OSBPL10,-0.02667
MED7,-0.02666
MEAF6,-0.02665
HIST1H2AJ,-0.02665
SMCO3,-0.02662
BTBD18,-0.02661
CLCN1,-0.02658
NELFE,-0.02656
NAB1,-0.02655
ALDH1A2,-0.02655
HPS6,-0.02654
DNAJC30,-0.02654
GNG7,-0.02653
RAB3D,-0.02653
RGS13,-0.02652
C1orf189,-0.02651
RNASE8,-0.0265
ZHX3,-0.0265
PDLIM1,-0.02649
PDX1,-0.02649
BANF2,-0.02649
TMEM59L,-0.02647
PCDH18,-0.02647
ABLIM2,-0.02645
ANKRD45,-0.02645
ELOVL1,-0.02644
CFHR1,-0.02643
VDAC2,-0.02643
ITGA7,-0.02643
ALOX5AP,-0.02642
INSIG1,-0.0264
HTRA1,-0.0264
ESYT2,-0.02639
PGLYRP4,-0.02638
EFNB3,-0.02637
ERVV-1,-0.02636
HIST1H2AG,-0.02633
MRGPRX3,-0.02632
CCNL2,-0.02631
SRGAP3,-0.02631
TIMMDC1,-0.0263
TYMS,-0.0263
GPR97,-0.02628
MCEE,-0.02625
EIF2B1,-0.02624
SGCZ,-0.02624
ZFP36L1,-0.02624
UGT3A2,-0.02623
DCAF6,-0.02622
LILRB4,-0.02622
WIPF2,-0.02622
ZNF639,-0.0262
CLECL1,-0.02619
HIST1H4D,-0.02616
ITGA5,-0.02616
POLB,-0.02615
LPAR3,-0.02615
SS18L2,-0.02614
LEPROT,-0.02613
RPL7A,-0.02613
IFNA7,-0.02612
ESCO1,-0.02612
NDUFB5,-0.02611
RGS1,-0.0261
RAET1G,-0.0261
GH2,-0.02608
GCG,-0.02607
MAP1LC3C,-0.02607
FOXJ2,-0.02605
HEPACAM2,-0.02604
PSG9,-0.02603
VENTX,-0.026
SCFD2,-0.026
PDDC1,-0.02596
SLC34A1,-0.02595
IL20RB,-0.02594
PHLDA2,-0.02588
H1FOO,-0.02586
ERV3-1,-0.02581
CDK2AP1,-0.02578
KCNJ4,-0.02576
SUMF1,-0.02574
FCRLB,-0.02574
TRHDE,-0.02573
ARHGEF4,-0.02572
HDAC4,-0.0257
ZNF85,-0.0257
RHOF,-0.02569
TRIM16L,-0.02569
ETNK1,-0.02568
KLRB1,-0.02565
OTUD6B,-0.02565
CHCHD6,-0.02564
CEP95,-0.02561
TSHR,-0.02559
ZFAT,-0.02557
AKAP5,-0.02555
LDHAL6A,-0.02554
ZNF485,-0.02553
HSPB2,-0.02553
TWSG1,-0.02552
TRIM35,-0.02551
BTG1,-0.0255
DFNA5,-0.02549
SLC6A6,-0.02549
ZNF776,-0.02547
NR4A2,-0.02546
ADAM2,-0.02545
IGFBP1,-0.02545
RINT1,-0.02543
RNF122,-0.02541
RGS18,-0.02541
LST1,-0.0254
ZFP90,-0.0254
CCDC153,-0.02539
ULBP2,-0.02537
GSC,-0.02535
IRF4,-0.02534
METRNL,-0.02532
CASP14,-0.0253
ZC3H4,-0.0253
STOML2,-0.0253
DPF1,-0.02529
TRMT2A,-0.02528
PIK3R1,-0.02527
GADL1,-0.02527
AKR1B15,-0.02525
SPEN,-0.02525
C8A,-0.02524
LMBR1,-0.02521
FSHR,-0.02521
MTUS2,-0.02517
RABGAP1L,-0.02517
SLC22A12,-0.02517
YEATS2,-0.02516
SEMA6B,-0.02515
COBL,-0.02513
ZBTB3,-0.0251
UNC5C,-0.0251
EFHC1,-0.0251
MARCKS,-0.02508
DLX5,-0.02508
TWIST2,-0.02508
C6orf195,-0.02507
NDUFV2,-0.02506
P2RY11,-0.02504
ZFHX4,-0.02503
HAX1,-0.02503
GBP4,-0.02502
MAP4K4,-0.02502
RNF175,-0.02502
CALD1,-0.02499
PIH1D2,-0.02498
SAV1,-0.02497
ARID5A,-0.02496
SORBS1,-0.02493
SYMPK,-0.02493
BATF,-0.02493
NRL,-0.02492
SLC41A2,-0.02491
UROC1,-0.0249
PAEP,-0.0249
MMACHC,-0.02488
ZNF707,-0.02488
PNLDC1,-0.02486
P2RX4,-0.02486
C3orf70,-0.02485
CIB1,-0.02484
IFIT1,-0.02483
MUC12,-0.02482
CDH2,-0.02482
ZNF541,-0.02481
CAPN15,-0.02481
CDH16,-0.0248
PLSCR3,-0.0248
ABCC11,-0.02479
RNF103-CHMP3,-0.02479
SHF,-0.02478
SHFM1,-0.02477
MED19,-0.02477
GABRA5,-0.02477
GOLGA5,-0.02477
LRP2BP,-0.02476
AHCYL2,-0.02476
EPHA2,-0.02475
PSMC3IP,-0.02475
PIGX,-0.02474
TAS2R7,-0.02473
GDF1,-0.02473
NOA1,-0.02473
DDRGK1,-0.02471
GPBP1L1,-0.02468
CHMP4B,-0.02468
UBXN11,-0.02467
EIF3H,-0.02466
HIST2H2BE,-0.02464
ANPEP,-0.02463
ASCL3,-0.02463
RNF115,-0.02463
ZMIZ1,-0.02461
PQLC1,-0.02459
MRPL35,-0.02458
FAHD1,-0.02457
ANGPT4,-0.02457
SLC25A52,-0.02457
MICALCL,-0.02456
LYPD1,-0.02453
KBTBD12,-0.02453
SWAP70,-0.02452
HSPA4,-0.02451
ALDH18A1,-0.02451
C4orf51,-0.0245
RAD54B,-0.02448
C10orf107,-0.02448
CNGB3,-0.02446
PLEKHG6,-0.02446
HELLS,-0.02446
PALB2,-0.02446
BNIP2,-0.02446
ANKRD2,-0.02445
TMEM52B,-0.02443
GPR62,-0.02443
TANC2,-0.02441
ATP5G2,-0.0244
PDE1C,-0.0244
PPRC1,-0.02439
GRM1,-0.02438
STK19,-0.02438
RNF141,-0.02436
UBAC1,-0.02436
SLCO2B1,-0.02435
GPA33,-0.02435
SURF1,-0.02435
C1orf110,-0.02434
COX6B2,-0.02432
ZNF454,-0.0243
TDP2,-0.02429
INSL5,-0.02428
PLA2G2F,-0.02427
NCDN,-0.0242
PRAMEF12,-0.02419
PSAT1,-0.02419
C15orf26,-0.02416
AKR1D1,-0.02415
NPVF,-0.02413
OCM2,-0.02409
METRN,-0.02408
LCA5L,-0.02407
C3orf79,-0.02399
SARDH,-0.02396
SERPINA4,-0.02396
GMEB1,-0.02396
AGL,-0.02395
DENND2D,-0.02395
TBC1D22A,-0.02394
CALCA,-0.02394
OTX2,-0.02393
MARCH10,-0.0239
TLR4,-0.02388
GCC2,-0.02387
TRIM60,-0.02387
SIDT1,-0.02386
C5orf58,-0.02382
SLC39A1,-0.02382
CD46,-0.02379
CLASRP,-0.02378
CHMP5,-0.02377
IFNA17,-0.02377
NHLRC3,-0.02376
USP24,-0.02375
ZBTB26,-0.02375
FKBP11,-0.02374
SHD,-0.02371
DNAJB5,-0.02371
SLC2A10,-0.0237
PRKCH,-0.0237
CPLX4,-0.0237
NRG4,-0.02369
C16orf72,-0.02368
PP2D1,-0.02366
EPDR1,-0.02365
LILRB5,-0.02364
SOX11,-0.02364
PRR11,-0.02364
CACNG1,-0.02363
FAM92B,-0.02361
PNPLA3,-0.0236
UROD,-0.02359
APPL2,-0.02358
RSPO4,-0.02358
SLC30A8,-0.02358
TMEM106A,-0.02357
MEF2D,-0.02357
HEG1,-0.02356
GTF2B,-0.02354
AICDA,-0.02353
SIGLEC6,-0.02353
ZNF136,-0.02352
CEACAM4,-0.02351
CCDC180,-0.02349
RASSF5,-0.02347
DHX29,-0.02346
SLC16A4,-0.02345
DCTN6,-0.02345
AGAP6,-0.02344
KIAA1107,-0.02344
ROM1,-0.02338
PLEK2,-0.02337
SKIL,-0.02335
FAS,-0.02334
GNRHR,-0.02334
GBX1,-0.02333
PROP1,-0.02333
HSBP1L1,-0.02333
KIAA0368,-0.02332
FHL5,-0.02332
SMYD5,-0.02331
ACVR2B,-0.02331
RAB4B,-0.0233
C19orf43,-0.02327
ADAMTSL4,-0.02325
ZDHHC7,-0.02325
ARFGAP3,-0.02323
SUMO1,-0.02321
GALK2,-0.02321
TECTB,-0.02319
GIMAP8,-0.02317
RPS6KB1,-0.02316
UHRF2,-0.02316
METTL21A,-0.02315
TBC1D2B,-0.02312
ZNF92,-0.02312
GRIA2,-0.02311
KRT28,-0.02307
C20orf96,-0.02304
LRRC6,-0.023
CCDC179,-0.023
CR2,-0.02299
LARP4B,-0.02299
NOTCH4,-0.02298
SPTB,-0.02296
ZNF529,-0.02294
SCN3A,-0.02294
T,-0.02294
MCOLN3,-0.02293
SAMSN1,-0.02292
FKBP8,-0.02292
SPARCL1,-0.02291
MGST3,-0.0229
PLCH2,-0.0229
DUSP8,-0.0229
PCDHB8,-0.02289
PGM2,-0.02288
BPTF,-0.02287
PRIMA1,-0.02286
WIPF3,-0.02285
RBP1,-0.02285
ZNF628,-0.02285
SPIRE2,-0.02281
WIPI1,-0.0228
SLC29A1,-0.02279
AARD,-0.02277
INPP5E,-0.02277
VIPAS39,-0.02276
NEDD4,-0.02275
DGKG,-0.02275
SCRIB,-0.02275
KDELC2,-0.02274
PPIH,-0.02273
DCUN1D3,-0.02267
RAVER2,-0.02265
ABCA13,-0.02265
RNF31,-0.02265
NMI,-0.02263
ESYT1,-0.02262
C1orf162,-0.02259
LCNL1,-0.02258
CMTM3,-0.02257
DHTKD1,-0.02256
LIMA1,-0.02256
CCDC140,-0.02249
P2RY1,-0.02249
CHMP4A,-0.02249
RASL12,-0.02248
TCTEX1D2,-0.02248
AGPAT2,-0.02246
TMPRSS11E,-0.02246
CCL11,-0.02244
ERN1,-0.02243
TNFRSF10D,-0.02239
BCL9,-0.02237
CTGF,-0.02237
SLC6A16,-0.02235
PANK4,-0.02235
SLC19A1,-0.02234
SDR39U1,-0.02234
TCF7,-0.02233
