Gene,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
CC2D2A,1.11683,-0.7802,0.12512,-0.10683,0.23281,-0.2997,-0.34763,-0.39378,-0.19502,0.0185
ZNF559,6.87522,-0.57323,0.53734,0.74419,1.07283,-0.29971,0.34345,-0.93183,-0.47271,-0.32238
TRMT10A,0.04856,-0.30191,0.01967,-0.18891,-0.71947,0.047,0.23685,0.32963,-0.01424,0.23325
HID1,0.95167,-0.47851,-0.76907,-0.06338,0.14121,-0.10043,-0.44063,-0.1608,-0.03776,-0.03999
MROH1,-3.66104,0.24428,-0.37234,0.37316,-0.07499,-0.1819,-0.24099,-0.1426,0.00858,0.10542
GH2,-1.76684,0.52315,-0.1831,0.01091,-0.19624,-0.54463,0.34815,-0.10484,0.18282,-0.24676
PARS2,3.41074,2.30169,0.10559,-2.18277,0.60982,1.25866,1.26451,0.99743,-1.25992,-0.28902
RAMP2,-3.94009,0.2566,0.65979,-0.03183,0.37019,-0.20484,0.32297,-0.01645,0.02429,-0.10973
KRTAP4-4,-0.11691,-0.22806,-0.58341,-0.60192,0.2909,-0.41708,-0.19339,-0.38551,-0.3075,-0.34701
SALL1,-0.41173,-0.74824,-0.49101,-0.13851,-0.30563,0.02361,-0.16073,0.00291,-0.06661,-0.05628
ATP6V1B2,24.22961,2.47723,2.05687,0.39935,0.88243,0.39884,0.21682,-1.69492,1.16987,1.09929
NOL12,9.8114,0.15933,0.76963,-1.16118,0.14665,-0.84625,-0.97247,-0.21912,-0.08478,0.04504
SLC1A1,-0.36998,-0.90114,-0.23854,0.00601,-0.03048,-0.25993,-0.0166,-0.02779,0.01127,-0.0568
CCS,-2.40325,0.481,-0.0346,0.262,-0.18107,-0.23669,-0.39494,0.03721,0.18356,0.1546
C1orf198,-1.9075,-0.69625,0.07054,0.45772,-0.39109,0.55589,-0.04684,0.04794,0.18275,0.38191
NIT1,-3.87158,1.04475,0.71435,0.2228,0.1083,0.03953,0.25675,-0.10253,0.20653,0.00823
ITSN1,-1.78931,-0.40216,-0.06656,0.47102,-0.23755,0.05026,-0.01358,-0.00275,0.27961,-0.04387
SCRT1,-0.7188,0.66653,-0.43061,0.80615,0.14153,0.20439,-0.60025,0.05798,0.25886,0.02751
NEXN,-1.15775,-0.18032,0.54941,0.1743,0.35112,0.04325,0.12627,-0.08711,-0.03064,-0.11158
CLEC1A,-0.91891,0.34019,0.34172,-0.2279,-0.36696,0.19191,-0.18009,-0.67011,-0.36852,-0.0788
RFC2,15.85846,4.53767,0.23327,-0.78839,0.12706,-1.45917,1.84817,0.2345,-0.35747,-0.2038
FAM204A,2.85097,-0.79113,-0.48963,-0.25268,0.42869,-0.25931,-0.07275,-0.07419,0.0249,-0.51305
ACOX1,-0.27457,-0.25238,-0.45003,0.78235,0.07057,-0.49058,0.03424,-0.43513,-0.00286,0.84477
C15orf41,2.36601,0.4006,-0.90501,-3.10865,0.73994,1.14963,-0.15301,-0.29009,0.83177,-1.78744
CD52,-0.76583,-0.958,-0.34169,-0.63748,0.19562,-0.10733,-0.17636,-0.10415,0.1207,-0.28514
FOXJ1,-1.59302,-0.76214,-0.85258,-0.23172,-0.39839,0.23113,-0.10442,-0.17176,-0.16828,0.21688
KLF11,-1.67553,0.09965,-0.36565,0.12169,-0.20709,0.05619,-0.10975,-0.05002,-0.14196,-0.07315
GNRH2,-3.35815,0.8725,0.03477,0.14215,0.50422,-0.09149,0.0633,-0.04187,-0.12378,-0.21396
DERL3,-0.14637,-0.80215,0.4312,0.04719,0.10905,0.22625,-0.09591,0.24622,0.09379,0.40773
STT3B,-1.50379,1.43743,0.10202,0.31796,-0.08526,-0.1849,-0.25679,-0.06079,0.34349,0.28605
SGOL1,14.01136,-0.55272,0.54824,3.36054,-0.94883,-0.97712,0.053,-0.39406,-0.76547,-0.55107
AKR1B10,-1.90802,0.1851,0.48612,-0.1382,-0.00797,-0.04861,-0.09621,0.12979,-0.00684,0.09116
PTGR1,-1.35428,0.03864,0.46496,0.08176,0.39731,-0.35197,-0.08925,0.02279,-0.30984,-0.17442
METTL23,0.3867,-0.07211,1.02519,-0.05678,0.43277,0.0668,0.30257,0.14829,-0.03536,-0.0164
KRTAP12-1,-2.14902,-0.18128,-0.20855,-0.10461,-0.00764,-0.19545,-0.0674,0.0792,0.01638,-0.12806
IGF2BP3,0.13007,0.53137,0.04741,-0.33478,-0.20042,0.24954,-0.25726,-0.04727,-0.17734,-0.10443
ZC3H4,0.4053,0.96868,-0.45779,0.16792,0.3468,0.2781,0.70214,0.02909,0.17499,-0.53225
FAT2,-3.02047,0.08725,-0.47156,-0.06604,-0.20292,0.04751,0.02184,0.0253,-0.09313,0.00894
MMD,-2.90659,-0.11848,0.61201,-0.2524,-0.59229,0.24758,0.25358,-0.35133,0.33876,-0.01707
GCN1L1,0.30556,2.21268,-0.2224,0.3637,0.03362,-0.16776,-0.29412,-0.08641,-0.02214,0.73154
STK17B,-2.34405,0.28226,1.45284,-0.42545,-0.45963,0.71596,0.30797,-0.49552,-0.1529,-0.2706
ARPC4-TTLL3,0.72095,1.05256,0.6836,0.71966,-0.68364,-0.20512,-0.25377,-0.14875,0.11283,0.08569
ZNF827,-1.96392,0.10768,-0.20977,0.20991,-0.11476,-0.03342,0.04187,0.12461,-0.15089,0.25249
OTX1,-0.91649,0.8108,-0.19674,0.37131,-0.89211,0.21676,-0.07645,0.01725,-0.08575,0.08729
TAAR8,-1.41349,-0.63613,-0.67985,-0.20837,0.07953,0.00338,-0.12373,-0.13648,-0.10947,0.02234
RAB14,1.24633,0.08764,-0.06686,-0.11521,-0.16561,0.34138,0.21572,-0.40249,0.36491,0.11374
TMEM59,-2.3156,-0.04912,-0.4048,-0.20088,-0.75104,0.18212,0.18231,-0.03185,0.06077,-0.11684
VTN,-0.38462,-0.34651,0.24225,0.28429,0.20771,-0.03656,-0.30964,0.37594,0.06934,0.23456
ZNF69,1.70971,-0.10282,2.26236,0.7688,1.84121,0.22709,-0.23421,0.60429,0.63167,0.22161
OAS2,-2.51843,-0.03961,-0.51695,-0.0395,0.33635,-0.48934,-0.13031,0.39807,-0.03191,0.03669
PCDHGA3,-1.54284,-0.2881,0.20348,-0.11485,0.37131,-0.10994,-0.12665,-0.0405,-0.03037,-0.05081
RTN4,-2.53924,0.13546,-0.18696,0.15753,0.14708,-0.28461,0.02892,0.10908,0.2148,0.01091
FEZ2,-4.30986,0.30142,-0.37431,0.08716,0.12542,-0.10063,0.21724,0.03493,0.04194,-0.07181
SMIM18,-1.25057,-0.18388,0.06842,-0.43028,-0.34754,-0.27658,0.23274,-0.30846,-0.21307,0.02503
HNRNPH3,0.8427,-0.18694,2.46017,0.04924,-0.38823,0.08656,-0.12082,0.17656,0.2816,-0.35886
MYF6,0.18861,-0.93395,0.5707,-0.19204,-0.36999,-0.08781,-0.1186,-0.11509,-0.14203,-0.25911
ACADVL,-2.40957,-0.12297,0.14569,-0.01378,0.09058,0.05883,-0.00142,0.20278,-0.04017,-0.0553
DEFB116,-2.03616,0.39499,0.6812,0.27841,-0.28328,-0.08833,0.15574,0.19252,0.16562,0.02446
PKIG,1.26784,-0.45471,-0.92488,-0.146,0.50168,-0.47512,-0.34752,-0.17488,-0.31308,-0.16652
NTAN1,0.71431,0.13262,-0.47375,-0.05626,0.56684,-0.18655,-0.37182,-0.44247,-0.26664,0.21706
ITGAL,-3.82604,-0.07723,-0.08481,0.12383,-0.01614,-0.06265,-0.14798,-0.09434,-0.21766,-0.03713
ANXA1,-1.94974,-0.4528,-0.34355,-0.31193,0.63062,-0.63071,-0.145,0.07267,-0.01601,-0.31623
GSDMD,1.09707,-0.16874,0.16695,0.01001,0.05028,0.10842,-0.07043,-0.14389,-0.08323,-0.02172
MAPK4,-3.82112,0.78177,-0.40099,0.21709,0.36827,-0.06673,0.13704,-0.15137,-0.08228,-0.17859
TFAP2E,-3.74971,0.60851,0.00367,0.20454,-0.36753,-0.1721,0.26206,0.02318,-0.02667,-0.24332
FOXB2,-1.06133,0.08536,-0.81412,0.10519,-0.13549,-0.02578,0.13997,-0.03484,-0.06398,-0.17251
AICDA,-2.84975,0.76117,0.00763,0.04041,-0.08542,-0.10847,0.26645,-0.09126,-0.01543,-0.16845
FTL,-1.43413,-0.48534,-0.23355,0.04408,-0.20887,-0.24211,0.24711,0.0256,0.11982,0.00944
ZNF18,-4.30406,0.06718,0.617,-0.25882,0.25547,-0.42918,0.09246,0.06216,-0.00753,-0.16969
ARL8A,-0.52952,-0.0052,-0.99774,0.21504,0.25975,-0.23603,-0.28927,0.19925,0.04901,-0.13598
ZNF521,-1.9724,0.74064,-0.41994,0.14013,-0.26349,0.01231,0.1985,-0.04164,-0.04812,-0.16922
PDGFRA,-0.1392,0.65582,-0.59326,0.9039,-0.08797,-0.38386,-0.11086,0.11238,-0.05356,-0.21962
R3HDM4,-1.92354,-0.62868,1.16517,-0.09148,-0.34437,0.01598,0.11709,-0.0125,-0.42552,0.0231
TREX1,-2.24435,-0.16799,-0.16301,0.10023,0.31051,-0.14614,-0.14956,-0.22796,0.06226,-0.20389
METTL15,2.86071,-1.97852,-0.21342,-0.43484,0.44095,0.03828,-0.67718,-0.19904,-0.45363,-0.27513
GALNT4,-0.67782,-0.11177,-0.85908,-0.03687,-0.30481,0.02892,0.31028,-0.16947,-0.26495,-0.20755
VSIG10L,-1.52275,0.79928,0.04246,0.1609,-0.25236,0.04129,-0.11698,0.059,-0.02274,-0.03575
C6orf132,-4.23965,0.08447,0.27609,0.24162,0.0187,0.20359,-0.03674,-0.03797,0.07229,-0.03641
SNX32,-2.23194,0.01572,1.39488,0.06581,-0.49151,0.2352,-0.12181,0.08159,-0.10916,0.21619
DNAH12,-0.93535,-0.95248,0.10384,-0.00415,0.46082,-0.05248,-0.23456,0.22136,-0.06397,0.27554
ATXN1,-2.51011,0.35477,-0.73687,0.05548,-0.0873,0.03194,-0.03795,-0.08005,-0.21171,-0.28386
CCDC137,0.80248,0.34786,1.12859,-0.60807,-0.16848,-0.09813,-0.73562,-0.02878,-0.27089,0.33718
JAGN1,-4.36433,0.17902,-0.54959,-0.02691,0.12768,-0.27824,0.28305,-0.01293,0.1176,-0.1522
FGG,1.12164,0.34629,-0.23429,0.57293,0.63599,0.19204,0.08689,0.0986,0.14362,-0.13008
USP21,-1.45441,0.62439,-0.0661,0.30694,0.1632,0.13571,0.22909,0.02445,0.19239,-0.09955
SHKBP1,-1.13543,-0.00028,-0.54388,0.01194,-0.58345,0.12782,0.31611,-0.21874,-0.13519,-0.15518
PI16,-0.26914,-0.15503,-1.00678,0.13473,-0.50297,0.09038,-0.03331,0.28735,0.22822,-0.18238
SPOP,-0.60169,-1.11478,0.62403,-0.35,-0.10131,0.23573,0.49919,0.07446,-0.04263,-0.20529
SIAH1,-1.98678,-0.2714,0.90375,0.10823,0.36149,-0.3086,-0.03871,-0.08637,-0.1439,0.05686
MAPK14,0.47773,0.2716,0.80449,-0.47763,-0.56491,0.54788,0.24781,-0.61116,-0.00386,0.05723
GBF1,12.64864,-0.99084,-0.82976,2.95655,-0.14967,0.16403,0.54192,0.42269,-0.16775,-0.79496
THRB,-3.304,0.05937,-0.55961,0.2509,-0.09128,0.22336,0.28008,0.14683,0.19979,0.00327
ORAI2,-2.14847,0.1924,-0.10864,0.1517,0.4736,-0.09252,-0.38279,-0.01975,-0.07203,-0.03109
MFHAS1,-2.99193,0.05123,-0.03107,0.06405,-0.13165,0.02323,-0.03386,0.03661,-0.02379,0.24733
ATAD2,1.34162,-0.79396,-0.32212,-0.04201,-0.89558,0.82536,-0.10817,0.06204,0.28653,0.23725
PURA,-2.37224,0.00736,-0.49254,0.07652,-0.12976,-0.05177,0.18344,0.27493,0.20583,0.00729
DNAJB14,-1.75587,-0.80329,0.55746,-0.07306,0.35336,-0.16276,-0.15323,0.19701,0.10171,-0.2278
PRPF19,31.65275,-1.82816,0.97946,-0.32679,0.35132,0.0739,0.65038,0.58842,0.50133,-0.47038
AANAT,-2.35838,0.16577,-0.25379,0.09986,-0.10515,-0.22875,-0.10697,-0.27188,-0.21638,0.20673
PCED1B,-0.73357,0.86213,-0.92468,0.23296,-0.35944,0.24613,-0.05885,0.04397,-0.24295,0.03918
PRPF4B,5.90747,-0.6243,-1.97322,0.85301,-0.16838,0.22497,-0.38784,0.30408,0.54631,-0.32575
NRROS,-1.31039,0.2805,-1.01424,-0.1628,-0.07844,0.30307,0.02213,-0.2621,-0.12924,-0.15209
NDUFA9,2.96905,1.04587,-1.30464,-0.48149,0.58933,0.37694,0.4854,1.57583,-0.8342,-0.54648
AXDND1,0.21978,0.15726,-0.26923,-0.0211,-0.10322,0.48176,0.10811,-0.08392,-0.20245,0.28554
C4orf17,-1.40053,-0.37545,0.62037,0.14748,-0.13663,0.08893,0.22604,-0.02375,-0.04793,0.10032
CCT3,25.49823,0.85363,0.93452,1.80508,-0.28592,-2.63267,0.71043,-0.08731,-0.01512,0.09429
CD160,-2.57768,-0.50942,-0.60154,-0.09121,-0.11367,-0.21178,0.05971,0.08512,0.00782,-0.05181
ZNF205,-0.89938,0.48618,0.4346,0.21274,0.09415,-0.10577,-0.24188,-0.19757,-0.21786,-0.05467
GCAT,-0.39392,-0.40617,-1.50578,0.04433,-0.11825,0.08447,-0.17713,0.04887,0.16124,-0.0932
C16orf86,0.19691,0.83009,0.16995,0.30406,0.02136,0.23858,-0.44785,-0.39268,-0.4194,0.22543
MOK,-1.78253,0.84462,0.98402,0.57507,-0.37911,0.76365,0.00761,-0.29823,0.02724,-0.47257
NDUFA7,0.71267,-0.73754,0.01261,-0.27064,0.25663,-0.0411,-0.44265,0.27262,-0.47862,-0.00498
NUBP1,18.97613,-0.07945,0.8637,-2.50402,-1.64267,-2.56307,0.90804,-0.01316,-0.09093,-0.68065
BPIFC,-0.86641,-0.98246,1.13407,-0.27074,-0.2872,-0.063,-0.13467,-0.02554,-0.05701,-0.00323
SLC43A3,-1.43152,-0.10631,-0.57839,-0.0301,0.23658,0.17521,-0.05441,0.02723,-0.22204,0.28276
BMP3,-2.14613,-0.57594,0.46139,-0.03523,0.18172,0.10047,0.1527,-0.04548,0.39391,-0.09454
SRMS,-2.56424,-0.3481,-0.33892,-0.20895,0.2008,-0.15512,0.19068,-0.00764,0.04811,-0.11778
GNA15,-1.68227,-0.62077,-0.32125,-0.09609,-0.2364,0.15015,-0.10838,0.1534,-0.0215,0.15692
SEC16B,-1.41937,0.04398,-0.19489,0.09693,-0.04379,-0.23491,0.00606,0.17151,-0.18892,0.32587
ACD,-1.83401,1.91613,-0.50455,0.0574,0.22533,0.28693,-0.21837,-0.30475,0.42365,-0.25295
MITD1,-1.14366,-0.52407,1.54994,-0.40256,-0.703,0.28629,-0.30257,0.46859,0.24884,0.06561
ZNF226,1.27918,-0.33445,0.76482,-0.11866,0.27453,-0.36993,-0.14132,0.09738,-0.08981,-0.0038
CCNB1IP1,1.67676,-0.19327,0.29622,0.34357,0.49167,0.16439,-0.49058,-0.04017,-0.52536,-0.43576
TXNDC8,-1.22277,-0.15627,0.30462,0.20773,0.14812,-0.1441,0.14328,-0.1076,-0.06849,-0.111
POLM,-2.64519,0.44557,-0.76118,0.26325,0.0681,0.11354,-0.3812,-0.27934,0.0153,0.13086
GCHFR,-3.69835,0.21858,0.27528,0.19362,0.27967,-0.2364,-0.2491,0.14584,-0.1799,0.12533
CCDC77,-0.60713,0.07588,1.3763,-0.5795,0.04162,-0.13703,0.01917,0.41661,-0.07422,-0.10774
SUMF1,-2.8381,-0.43245,0.28014,-0.1067,-0.16784,0.04881,0.16625,0.12246,-0.04106,-0.04469
IRG1,-2.04576,0.30508,-0.09702,-0.20849,0.05243,-0.06173,-0.06387,-0.20972,-0.21838,-0.06126
SLC39A4,-2.77709,-0.84917,-0.13198,0.31597,0.28469,-0.13844,0.20356,-0.28165,-0.25408,0.34142
PRSS54,-3.66706,-0.15924,0.53178,0.08051,0.00286,-0.06635,0.19262,0.08608,0.03848,0.03302
GABRB1,-1.65151,0.0264,-1.00395,-0.11785,0.65924,-0.24782,-0.04668,-0.01808,-0.27622,0.13599
TNKS1BP1,-2.81431,0.41988,-0.68249,0.04456,-0.19009,0.21466,-0.00902,0.027,0.31492,-0.22311
DIO1,-2.89946,-0.08073,-0.33124,0.07609,0.0915,-0.3269,0.01402,0.03093,-0.09303,0.00503
RTKN2,-0.10514,-0.31498,0.60211,0.13781,-0.78476,0.14447,-0.19398,0.23309,0.1589,0.44828
EFCAB3,-1.17138,-0.45635,0.51801,0.15388,-0.18705,-0.03517,0.17958,-0.02467,-0.12203,0.26178
FBLN2,-2.90971,-0.02725,-0.14636,0.24917,0.1921,0.18725,-0.09637,0.02643,0.04363,-0.01662
CTSB,-2.32274,0.32817,-0.5305,0.19069,-0.21792,0.14772,0.33768,0.27824,0.25546,-0.10554
CCDC170,-2.78108,-0.49217,0.65665,0.02117,-0.40973,-0.01733,-0.02587,0.20393,-0.0366,0.19494
SAMD13,-2.28367,-0.1836,0.25395,0.04472,-0.4323,-0.07532,0.29999,0.2226,-0.17955,0.12606
ZNF491,-1.12053,-0.09986,-0.09171,0.55197,-0.31018,0.141,0.29299,0.07433,0.03336,-0.10436
FAM78B,-2.22263,0.34766,-0.60443,0.15132,0.26878,-0.26509,-0.01351,0.05248,-0.1488,-0.18116
BEST2,-1.38416,-0.36889,-0.57535,-0.03655,-0.34956,-0.01795,0.02266,-0.10319,0.00705,-0.23705
SDR42E1,-3.41111,-0.2637,0.17123,-0.02346,0.32494,-0.12598,0.22102,-0.05576,0.09779,0.11249
TNFRSF6B,-3.15811,-0.17618,-0.19191,-0.11501,0.0805,-0.16505,0.23583,0.11558,0.04914,-0.01425
PGAM5,-4.13096,-0.28202,-0.27625,-0.38559,-0.46327,0.39301,-0.07938,0.07112,0.09917,-0.10156
EPHA2,-1.80136,-0.39239,-0.73467,-0.2835,-0.07956,0.96243,0.23165,-0.00175,-0.27179,-0.35681
ADAMTSL2,-3.3876,0.1351,-1.03103,0.20557,-0.02668,-0.22078,-0.02024,-0.1103,0.11105,-0.2594
HDGFL1,-3.26102,0.56679,-0.56654,0.20515,0.31784,-0.10775,-0.17734,-0.26336,-0.16379,-0.38176
TUBA3D,2.92918,0.6092,-0.52697,0.14666,-0.23439,-0.6111,-0.24749,-0.38591,-0.42897,0.10994
HOXD11,0.05912,0.85482,-0.89669,0.2718,-0.23443,-0.06428,-0.2256,0.13701,-0.118,-0.06181
GSDMA,0.26277,0.79421,0.69327,0.43841,0.08495,-0.06064,-0.08013,-0.3769,-0.14235,-0.17453
GNB2L1,21.68994,3.05661,0.4021,-0.72283,0.21335,0.40446,-1.25588,0.78084,0.84218,0.09272
SULF1,-2.69514,0.5916,-0.87371,0.055,0.37888,-0.21401,-0.16586,-0.16077,-0.3839,0.05413
MEPCE,14.67083,-1.04281,-0.84159,1.13606,-0.46443,0.21074,0.6173,0.56091,-0.2761,-1.16389
HTR1D,-3.66933,-0.06264,-0.34097,-0.01281,0.50686,-0.12638,0.11554,0.04378,0.00872,-0.17266
PARVG,-4.37251,0.21097,-0.14613,-0.08699,0.30995,-0.34951,0.16611,-0.18869,-0.09338,-0.02527
A4GNT,-2.42691,-0.55564,0.49745,-0.27532,-0.22036,-0.00915,-0.21238,-0.13357,-0.19708,-0.02887
GMPR2,-6.66413,-0.73236,0.66529,0.78418,-0.10672,0.14608,-0.37964,0.09151,-0.04663,0.48393
CAPN12,-1.59275,-0.10607,-0.50783,-0.18152,-0.20034,0.10246,0.10637,0.00726,-0.10351,-0.0659
ZMAT4,-2.13609,-0.27985,-0.1076,0.11917,0.27861,0.15268,0.19363,0.16752,-0.00765,-0.01795
PACSIN1,-3.11839,0.06127,0.12908,0.0076,0.32392,0.16287,-0.04823,0.23236,0.09372,-0.11747
SPG11,-0.02324,-0.61745,0.25305,-0.08051,-0.45305,0.04248,0.21932,-0.18093,-0.00163,-0.1858
RORA,-2.80226,-0.16131,-0.12728,0.1843,0.68342,-0.292,-0.05506,-0.12726,-0.17134,0.10024
NKX6-2,-1.48255,-0.27029,-1.20846,-0.26835,-0.28484,-0.18335,0.04037,-0.03519,-0.15286,-0.2207
WFDC11,-0.45378,-0.66597,0.84293,0.09868,0.37377,0.04732,0.22109,0.0165,0.04925,0.18999
SRSF10,7.93704,0.57732,0.08666,0.71693,-0.33697,-0.42692,-0.10596,-0.45371,0.06217,-0.6189
GPR139,-1.54939,-0.9302,0.94695,-0.31474,0.61341,-0.22828,-0.42777,0.06451,-0.04537,-0.24292
HIVEP3,-2.08793,-0.25492,0.68493,0.30598,-0.32877,0.00524,-0.16026,-0.06058,-0.35038,0.0531
PABPN1,14.52382,1.64494,-0.76927,2.66474,0.50903,0.10817,0.41555,-0.51358,0.41278,-0.79393
SHFM1,12.3747,0.63875,-0.40865,0.86207,1.34384,-0.83111,0.4327,-0.34839,-0.06861,-0.81162
CNTN4,-2.48707,1.00637,0.07244,0.03987,0.78088,-0.18119,0.04751,-0.10852,-0.33879,0.4154
HEXB,-2.91952,0.02031,0.76311,-0.05022,-0.4285,0.28161,0.05312,-0.45985,0.36385,-0.08823
FUT4,0.98754,-0.13937,-0.89891,0.37475,-0.8281,0.82494,-0.00216,0.12716,0.09348,0.227
SORCS3,-1.82538,0.03606,-0.63521,0.29418,-0.06209,-0.24484,0.14293,0.26601,-0.15168,0.52002
CD6,-2.21543,-0.25669,0.42555,-0.01843,-0.48566,0.01066,0.21845,0.06566,0.11841,0.0185
MFSD5,-3.07611,-0.15552,-0.07036,-0.3718,0.21338,-0.16999,0.36601,-0.04139,0.07986,-0.10769
METAP1,7.50202,1.31656,0.12421,-0.15656,-1.37076,-1.3645,-0.85789,1.09959,1.03679,0.87142
CBLC,-0.04975,-0.05532,0.52609,-0.17264,0.28824,0.12135,-0.56417,-0.09463,-0.3272,0.15008
TNN,-0.54745,0.31093,-0.36297,0.34232,-0.19711,0.38187,0.21728,-0.06657,-0.24493,0.24765
ATP13A2,-1.99835,0.08276,-0.12339,-0.03128,-0.65408,0.07424,0.10525,0.08572,-0.17708,0.1476
SDCBP,0.34942,0.56854,0.80624,-0.12441,-0.14364,-0.03913,-0.15639,-0.55905,-0.09111,0.22325
TCERG1,5.63105,0.46666,-0.28713,0.94038,1.36305,0.44847,0.06901,-0.046,-0.09519,-0.00769
SEL1L,1.84905,-1.25379,-0.55002,-0.20442,0.38664,0.39663,0.18295,-0.11824,0.41433,-0.34176
KRTAP5-1,6.39121,0.57283,-0.88306,-0.0904,0.57101,-0.0546,-1.25272,-1.08214,-0.53901,0.55133
RNF130,-2.69723,-0.12087,-0.63534,-0.3754,0.0209,-0.17897,-0.12206,-0.21153,-0.32674,0.12899
DAW1,-2.03558,-0.57622,0.17044,0.00136,0.21528,-0.00214,0.28593,-0.06474,0.13419,-0.16283
LTA,-2.30379,0.36842,0.24646,0.03512,0.37116,-0.19599,0.01457,0.02406,-0.18322,0.14637
FECH,8.48274,-0.06208,-1.80989,-2.08417,0.76144,3.05126,1.14765,-0.67366,-0.5787,-0.43943
C2CD4A,-0.33555,-0.6104,-0.56807,-0.21479,-0.37272,0.24357,-0.04877,-0.05121,0.06316,0.2142
TANGO2,-1.72697,0.13863,-0.09274,0.04099,-0.01177,-0.1198,-0.00788,-0.07028,-0.02415,-0.16517
MXD1,-4.92997,0.07963,0.41557,0.10168,-0.0937,-0.06154,0.34485,0.07129,0.03429,0.00329
BAG3,-1.11601,0.55453,-0.47302,0.06389,0.04359,0.18013,-0.01155,-0.25511,-0.15217,-0.29599
ADORA2A,-1.80917,-0.0473,0.23106,0.05701,0.08041,-0.1282,-0.06526,0.11107,-0.35553,-0.05155
GMPS,13.6102,1.09013,0.4674,-2.12694,3.43759,3.88635,0.34778,-0.75852,1.88445,2.64913
TBC1D22B,-1.50546,0.43367,-0.19611,0.48716,0.10958,-0.17018,0.07183,0.29017,0.15934,-0.20471
ALOX12B,-2.38489,-0.06313,-0.60927,0.02836,0.31047,-0.19143,0.01812,0.20559,0.17208,-0.18446
LRRC8E,-1.93871,0.03902,-0.45866,0.17722,0.09017,0.14609,0.25498,0.04848,-0.09509,-0.27269
SMIM3,1.60335,-0.68431,0.43388,0.04352,0.36416,-0.42634,-0.2696,-0.0836,-0.03623,-0.32227
C2orf16,-3.33417,-0.17644,0.38478,0.18762,0.31877,-0.25768,0.08699,-0.00516,0.07281,-0.10171
PPBP,-0.65513,-0.81399,0.115,0.1609,0.43694,-0.4955,-0.0685,0.15277,-0.00428,0.37442
CORO2B,-3.0662,0.14961,-0.95495,-0.20444,-0.00296,-0.17748,-0.06988,-0.08361,-0.31779,0.17988
C7orf25,-1.71021,-0.3768,-0.00396,-0.12116,-0.275,-0.007,0.18734,0.02741,-0.10191,0.16667
TUBG1,18.82661,-0.40752,1.2819,-1.93516,1.30935,-0.28313,1.40202,-0.11429,0.83748,-0.59218
CHRM1,-1.95514,-0.37182,-1.28419,0.02784,0.13759,-0.02101,0.08866,0.09813,0.08083,-0.04705
BLOC1S6,0.14359,-0.86884,0.3783,-0.54994,-0.15846,-0.0633,0.06711,-0.1375,-0.02407,0.07832
DHRS1,-3.15943,-0.429,-0.37224,0.56554,-0.07101,0.06887,0.02156,0.02405,0.12492,0.40792
KLHL20,-0.51867,0.05987,-0.83584,0.4447,-0.34483,-0.11958,-0.20461,-0.02264,0.12711,0.11465
C15orf26,-2.34304,0.33307,0.42475,0.14675,0.53464,-0.33579,0.03969,0.06103,0.21713,-0.08056
FILIP1L,-1.8435,0.03815,1.31223,0.32971,0.14387,-0.07504,-0.29461,-0.10151,0.13011,-0.28195
VPS26A,1.72888,-0.08749,-0.4193,0.21313,0.98685,0.04739,0.18996,-0.45066,-0.11035,0.01173
CENPQ,1.08161,-1.00879,0.50722,-1.39703,0.09479,-0.60389,-0.3645,-0.16792,0.35125,-0.46369
CDK2AP2,-1.64235,0.65314,-0.72263,0.23853,0.1798,0.34249,0.37576,-0.31416,-0.04203,0.39123
ESRP1,-2.42439,-0.44835,0.16193,0.13457,0.42154,-0.11116,-0.26531,0.02523,0.01244,0.13262
ADSS,8.47098,-0.07775,-0.16045,-1.16527,1.89513,3.69159,1.22066,-1.7286,1.76601,1.0161
RASIP1,-1.27444,0.27606,-0.45319,0.04693,-0.25063,-0.25926,0.13053,0.10142,-0.06955,0.14421
TPSG1,-1.7126,-0.57303,-0.08656,-0.61951,0.1517,-0.3169,0.10077,-0.21448,-0.46669,0.07706
CALML4,-1.17013,-0.01396,-0.23479,-0.08155,0.34074,-0.05594,-0.0354,0.03273,-0.16481,0.07402
CHMP4C,-1.49648,0.50127,0.78071,-0.3484,-0.03267,0.16423,-0.35261,-0.39893,-0.24907,-0.29186
CHADL,-3.82424,0.2658,-0.98716,0.36518,0.45462,-0.6276,0.39616,0.03762,-0.03669,0.1587
HOGA1,-0.76479,0.17405,-0.51089,-0.02695,-0.10479,-0.33502,-0.01417,-0.24347,-0.32746,0.10631
COL2A1,-3.1997,-0.0718,-0.63399,0.04532,0.0413,-0.30758,0.12593,0.07059,-0.01508,-0.04006
CD163L1,-1.62548,-0.79376,0.35201,-0.60294,-0.10557,-0.022,-0.09642,0.17409,0.00052,0.35571
LAMB2,-1.88216,0.08869,-0.21377,-0.01137,0.19825,-0.0782,-0.01291,0.03574,0.02905,0.06304
MOSPD3,-0.34543,-0.9811,-0.25247,-0.07039,-0.38129,0.04697,0.28359,0.00897,0.06259,-0.02339
IFI6,-1.05015,-0.95389,-0.19535,-0.47044,-0.02248,-0.22399,0.33175,-0.13125,-0.15059,-0.14959
TMEM160,-2.49877,0.32117,-0.43105,0.14579,0.46606,-0.27803,0.18063,-0.05713,-0.18593,-0.11014
